Date,Open,High,Low,Close,Volume
2017-05-05,219.86749288186115,220.35467671749404,219.39868328543704,220.33628845214844,62001300
2017-05-08,220.38221039212272,220.53847555264318,219.84906300709952,220.2994842529297,48385700
2017-05-09,220.57525615588602,220.7866720797786,219.72956440804677,220.09725952148438,51363200
2017-05-10,220.05127261244192,220.49249267578128,219.8306555677058,220.49249267578125,54293800
2017-05-11,220.01452362000578,220.21675241689113,218.89307811950832,220.04209899902344,62358300
2017-05-12,219.77549182766938,220.0880221029801,219.38942254179167,219.67437744140625,53912700
2017-05-15,220.12480487076166,221.01644611326907,220.10641661106484,220.88775634765625,61918900
2017-05-16,221.2003212768633,221.22789665766123,220.27191739568548,220.68556213378906,51241800
2017-05-17,220.685557372991,220.685557372991,216.70534719211634,216.7696990966797,172174100
2017-05-18,216.6869207194518,218.54374214045419,216.41115293991567,217.64291381835938,107047700
2017-05-19,218.15770426307586,219.76633351144267,218.10255350445613,219.05853271484375,115011400
2017-05-22,219.6008829438809,220.34546031699796,219.52735794454247,220.17080688476562,61010600
2017-05-23,220.56606221405835,220.8326429332723,220.1616045891371,220.65798950195312,48341700
2017-05-24,220.9061475818014,221.28301574079958,220.5476396304823,221.17271423339844,46927700
2017-05-25,221.71506876484494,222.52398396208702,221.49446573005818,222.22982788085938,64071700
2017-05-26,222.02757398259465,222.3584925235003,221.9448478539013,222.18385314941406,46629900
2017-05-30,221.8437666805542,222.25741141208488,221.6783143983957,221.9908447265625,35201900
2017-05-31,222.3033347086789,222.3401112265736,221.20027761608054,221.93565368652344,91796000
2017-06-01,222.42286612964833,223.718965043553,222.11952293536422,223.70057678222656,68962000
2017-06-02,223.75571690197177,224.61059568633473,223.44318660495006,224.44512939453125,88666100
2017-06-05,224.26129008417468,224.5646332656813,224.06824841371295,224.27967834472656,44698800
2017-06-06,223.68215646284202,224.2704545057691,223.47992769563598,223.5626678466797,50375400
2017-06-07,223.92119811805387,224.21534017422786,223.2133973178675,223.97634887695312,54144300
2017-06-08,224.07742177064864,224.59218079320374,223.52588623155023,224.08660888671875,65950700
2017-06-09,224.37159686700107,225.21727453252583,222.40447372572675,223.7465362548828,132256400
2017-06-12,223.48916086844085,223.75572754007212,222.79974834310437,223.70057678222656,86108100
2017-06-13,224.27047337296472,224.849584348331,223.9027923250028,224.79443359375,60067000
2017-06-14,225.0794008301733,225.0885879477287,223.63622388435408,224.50949096679688,78602300
2017-06-15,223.07548158343812,224.20612811965523,222.7813395599794,224.0774383544922,66464900
2017-06-16,224.24650449814172,224.3019242063276,223.19348775900713,224.1264190673828,84553100
2017-06-19,225.00389882273305,226.05691541283403,224.9022913405947,225.9922637939453,65123800
2017-06-20,225.61354707798986,225.62277899667382,224.44969106985872,224.46815490722656,56906400
2017-06-21,224.88383063388343,225.00390195478585,223.91394358079515,224.41273498535156,55977600
2017-06-22,224.42198020535247,224.9484814586049,224.12638967441393,224.31112670898438,44148100
2017-06-23,224.37582553097107,224.93003671645937,223.96939553822568,224.57904052734375,66986800
2017-06-26,225.29023320874862,225.73361898061756,224.50509733164392,224.72677612304688,56700500
2017-06-27,224.4958999449343,224.80996845833513,222.89790390114106,222.9163818359375,82247700
2017-06-28,223.99709262703277,225.1240069628634,223.74768985578277,224.91156005859375,70042600
2017-06-29,225.06858822566258,225.1240079318381,221.6509034310135,222.93484497070312,106949700
2017-06-30,223.79386610393584,224.19106413356155,223.14727941045157,223.35049438476562,86820700
2017-07-03,224.3480943796711,224.80994403766974,223.72921752929688,223.72921752929688,39153800
2017-07-05,224.11718838597827,224.46818457127327,223.25814062074733,224.2465057373047,54427600
2017-07-06,223.43363079707365,223.56294813973955,222.00189401392984,222.1958770751953,65400800
2017-07-07,222.80553228003194,223.793883281391,222.20511923000709,223.63685607910156,57972300
2017-07-10,223.63687263787378,224.27422750846804,223.3135721951119,223.8770294189453,36663300
2017-07-11,223.8769982469034,224.04327145259762,222.4729854375431,223.7107391357422,50354600
2017-07-12,224.73605756670023,225.56738135458758,224.73605756670023,225.39187622070312,59610400
2017-07-13,225.40111001952602,225.89066952723394,225.16093917794882,225.7705841064453,39471600
2017-07-14,225.77056133535973,227.20229794320062,225.66895385752505,226.82357788085938,60262700
2017-07-17,226.74046347701466,227.14689341549732,226.61114614154585,226.79588317871094,33531900
2017-07-18,226.3617750825854,226.9714200756666,226.00153287658915,226.91600036621094,42742500
2017-07-19,227.24851126205735,228.15373265161472,227.23926524833138,228.14450073242188,51034300
2017-07-20,228.41235285212835,228.54167018529446,227.66415870348632,228.24609375,47135200
2017-07-21,227.63643203725462,228.07057178678434,227.3962612258792,228.04286193847656,82340800
2017-07-24,227.95974858765712,228.1352537132794,227.4886670093023,227.9874725341797,46622300
2017-07-25,228.7818437639854,228.89269726809812,228.30153025945216,228.54168701171875,54915600
2017-07-26,228.84650913023606,228.88345090186124,228.27382005557953,228.55091857910156,47575400
2017-07-27,229.04049096690954,229.07743273833728,226.93444353766722,228.33847045898438,70766600
2017-07-28,227.83043157336147,228.20915167713832,227.35011807516616,228.0706024169922,50088400
2017-07-31,228.4954953126258,228.59710280117778,227.71959126979237,227.9412841796875,65838700
2017-08-01,228.57865817165202,228.61559994580577,227.8951155462666,228.4493408203125,55050400
2017-08-02,228.5878752577241,228.70796068136596,227.57180035275448,228.56016540527344,47211200
2017-08-03,228.44009235789068,228.4678022118426,227.82121546207404,228.11680603027344,40856000
2017-08-04,228.6340476692114,228.8834363244979,228.1260102508887,228.53244018554688,60191800
2017-08-07,228.60635551844345,228.95735168457034,228.49550201297873,228.9573516845703,31995000
2017-08-08,228.62481521246872,229.91800272620085,227.99670643586725,228.39389038085938,61719400
2017-08-09,227.66417446530812,228.44007851802286,227.2854543581974,228.38465881347656,62632600
2017-08-10,227.49790794768356,227.6364713076576,225.10553000085508,225.16094970703125,120479500
2017-08-11,225.40110776474182,226.12159209320023,225.15170500657305,225.49346923828125,74869900
2017-08-14,226.85135487857443,227.9597914501698,226.81441310048672,227.72886657714844,73291900
2017-08-15,228.13529650485614,228.15377444115944,227.37787025084972,227.70115661621094,55242700
2017-08-16,228.25533957101462,228.68024745988743,227.64569463701443,228.0983123779297,56715500
2017-08-17,227.4516989371093,227.78423121706467,224.54203796386716,224.5420379638672,128490400
2017-08-18,224.36657686064305,225.55815697022695,223.7199901046264,224.1910858154297,136748000
2017-08-21,224.12640513759092,224.64367450788916,223.37821093451433,224.36656188964844,65469700
2017-08-22,224.98545529692896,226.8790276707241,224.96697736363598,226.7127685546875,63140100
2017-08-23,225.68745544765406,226.35252008237725,225.53042825536286,225.89990234375,50203800
2017-08-24,226.3063290483773,226.47258815740446,225.15170492057948,225.37339782714844,50741700
2017-08-25,226.21395672833233,226.86978944393243,225.7428751514588,225.89990234375,64445900
2017-08-28,226.4633450082732,226.4910548584036,225.46574811998198,225.9091339111328,40565600
2017-08-29,224.51434081055461,226.44486888926437,224.39425539600686,226.1677703857422,51135700
2017-08-30,226.1493145986201,227.5256317105227,225.95533153262744,227.23927307128906,62030800
2017-08-31,227.895116535832,228.86500372235673,227.27623963069613,228.6063690185547,103803900
2017-09-01,229.0035546261111,229.38227476456797,228.77262977503267,228.92965698242188,62007000
2017-09-05,228.39389783477458,228.6340686879878,226.26015457619235,227.28546142578125,91398800
2017-09-06,228.0059663971215,228.4123964058653,227.4425091749149,228.06138610839844,57916900
2017-09-07,228.38462531565858,228.40310324597488,227.59947536432415,228.0336151123047,58034700
2017-09-08,227.72885223517272,228.25536767787952,227.50717339153604,227.76580810546875,63832800
2017-09-11,229.11435833913873,230.2782284276982,229.0958945019946,230.19509887695312,71364800
2017-09-12,230.58307152681485,231.00796533169938,230.3890884631704,230.9710235595703,56896000
2017-09-13,230.66620151705612,231.118819270052,230.54611609197826,231.0818634033203,59228000
2017-09-14,230.74009848027077,231.2204260846421,230.55536143075363,231.00796508789062,95446300
2017-09-15,230.8547975160138,231.41175904889025,230.74340804233458,231.31893920898438,95432400
2017-09-18,231.70881660566107,232.18223603342994,231.4024813884646,231.81092834472656,46235200
2017-09-19,232.07086189663627,232.1358485369184,231.69955418339418,232.0430145263672,47108100
2017-09-20,232.1358635556185,232.24725304390154,231.06832902313795,232.12657165527344,59574100
2017-09-21,231.9594721422917,232.0522919882522,231.31895429789455,231.50460815429688,48211400
2017-09-22,231.18899541271065,231.7274015119517,231.16114804244657,231.551025390625,51214000
2017-09-25,231.28179916097005,231.6531210127817,230.28854330689464,231.07757568359375,57064400
2017-09-26,231.5324861830695,231.7924044493463,230.9662326391487,231.2168731689453,54082000
2017-09-27,231.95948781469517,232.52574132189417,231.02191240512172,232.11729431152344,81001400
2017-09-28,231.8202218414664,232.4793093228805,231.72740199521965,232.39576721191406,44778800
2017-09-29,232.38645957817576,233.2961874953765,232.19152799911873,233.21263122558594,85578000
2017-10-02,233.4539799229371,234.22445678710938,233.26831192522462,234.22445678710938,59023000
2017-10-03,234.22448695344343,234.7536011545272,234.14093067791958,234.7257537841797,66810200
2017-10-04,234.56794758806612,235.26416017657897,234.44726620675652,235.00424194335938,55953600
2017-10-05,235.35696518984523,236.41520769111065,235.04135223575287,236.3966522216797,63522800
2017-10-06,235.92323317286227,236.4337919033043,235.64475946942238,236.12745666503906,80646000
2017-10-09,236.36878885807448,236.4337613256472,235.4590609962202,235.737548828125,35803100
2017-10-10,236.34097211731083,236.75869683705864,235.76542674626498,236.35952758789062,43057400
2017-10-11,236.25740136501594,236.73083496093747,236.0810394184261,236.7308349609375,47674300
2017-10-12,236.39666716926533,236.76797488408974,236.12745703620848,236.3780975341797,47065100
2017-10-13,236.84219334866216,236.96287470660292,236.3780517128637,236.6658172607422,54800400
2017-10-16,236.9072103647784,237.18568405039449,236.54518040899706,236.98146057128906,38221700
2017-10-17,236.9257969456616,237.19500709641525,236.6937260675206,237.14859008789062,31561000
2017-10-18,237.54776051361287,237.59417752512994,237.17645275044265,237.38067626953125,40888300
2017-10-19,236.55451909958404,237.48280272945433,236.10894692330186,237.44566345214844,61903800
2017-10-20,238.29035769442442,238.6988046525981,237.42704677565172,238.67092895507812,89176400
2017-10-23,239.0144479843173,239.0422953564157,237.65913366495468,237.74267578125,63915300
2017-10-24,238.1975396608476,238.41102672446132,237.77980077549097,238.160400390625,66935900
2017-10-25,237.80763222240446,237.92831359582505,235.7839812296986,236.98146057128906,103715300
2017-10-26,237.63127050723546,237.91902192782484,237.15783691226721,237.2877960205078,69798000
2017-10-27,238.0768733021472,239.39504835308088,237.2971185520462,239.22793579101562,85562500
2017-10-30,238.0768432573768,239.12580802551713,238.02114852003848,238.33676147460938,54285700
2017-10-31,238.7359467374265,238.9773095157345,238.3924863707356,238.70809936523438,60304800
2017-11-01,239.53423921243177,239.89625498129288,238.63380324613934,239.02366638183594,54202700
2017-11-02,238.94944714940223,239.2650601240962,237.8169402030472,239.1165313720703,56449500
2017-11-03,239.28360171529584,239.96125879542655,238.84730738432754,239.91485595703125,59589700
2017-11-06,239.77560568997234,240.42541544167014,239.70135547813175,240.2861785888672,49652600
2017-11-07,240.39755327831392,240.7503055030169,239.58065935351988,240.11907958984375,57502200
2017-11-08,239.9334096974907,240.62962224216994,239.63635221281024,240.52749633789062,50469600
2017-11-09,239.2465212475584,239.85919176879892,237.97474903180725,239.65496826171875,95085500
2017-11-10,239.24652000977736,239.76635651075293,238.91232321402757,239.5806884765625,59984700
2017-11-13,238.85659741753267,240.04479902657363,238.81945814972985,239.80343627929688,50228600
2017-11-14,238.9494634717503,239.35791048548134,238.12327754385103,239.24652099609375,61315200
2017-11-15,238.216095453252,238.77307119149228,237.2971038989814,238.04901123046875,80811500
2017-11-16,239.05154488826918,240.46255386895987,239.00514204715188,240.07266235351562,67777000
2017-11-17,239.7013843158963,240.04484470378532,239.28364537826752,239.3671875,75756800
2017-11-20,239.62711907459752,239.97984301236949,239.36717249576884,239.77561950683594,48075500
2017-11-21,240.5924835852945,241.53935077899777,239.7384787258708,241.34439086914062,69176800
2017-11-22,241.35368410219397,241.49292094646069,240.95452903897564,241.1309051513672,45033400
2017-11-24,241.650770526119,241.79929928744303,241.50224176479495,241.68788146972656,27856500
2017-11-27,241.7343297283357,242.04994274509494,241.35373006222312,241.56724548339844,52274900
2017-11-28,242.05917327113195,244.04568489150947,241.95704737247587,244.01783752441406,98971700
2017-11-29,244.15710459453157,244.7233722342065,243.39593369001284,243.8693389892578,77512100
2017-11-30,244.8440250867359,246.96977355813326,244.76048298483886,246.00437927246094,127894400
2017-12-01,245.77232220798624,246.2828667467315,242.0591886055883,245.4938201904297,164390900
2017-12-04,247.2111209622336,247.6659707095614,245.14103902485917,245.19676208496094,94040600
2017-12-05,244.31491088867188,246.13433842485492,244.17567404413566,244.31491088867188,77994500
2017-12-06,244.41700760382918,244.81619099537488,243.8693237979422,244.36131286621094,75898600
2017-12-07,245.13185119628906,245.46601968640357,244.0828862207075,245.13185119628906,77218600
2017-12-08,246.14363151881747,246.47779994732633,245.09466673661788,246.46853637695312,76563900
2017-12-11,247.2111663818359,247.2761530230963,246.44070357348454,247.21116638183594,83077500
2017-12-12,248.04664659410105,248.1487725185991,247.2483363160552,247.64749145507812,85195800
2017-12-13,247.90739453107034,248.3715362909696,247.52679488847718,247.61962890625,102905400
2017-12-14,247.93525732041766,248.05593871812997,246.55212385518175,246.60781860351562,100666700
2017-12-15,247.67239964669218,249.15591138270858,247.61642022071172,248.66140747070312,144610300
2017-12-18,250.14488117689498,250.6113953049855,250.03292234195527,250.23818969726562,83653600
2017-12-19,250.49940999425473,250.54605001262925,249.20248718783137,249.2771453857422,82382900
2017-12-20,250.30349138869482,250.35947080870383,248.82931920551712,249.14654541015625,76751500
2017-12-21,249.80900169819662,250.41549290563358,249.39846694566955,249.6597137451172,67032300
2017-12-22,249.67834472905,249.7156738286138,249.0252136186042,249.59437561035156,78720900
2017-12-26,249.16521502181874,249.5291097538227,249.01595553941146,249.2958526611328,45244400
2017-12-27,249.4731089361454,249.79967453266013,249.12789302437065,249.41712951660156,57751000
2017-12-28,249.94899190157432,249.97698161464135,249.53845712741315,249.93031311035156,45116100
2017-12-29,250.54608480704414,250.56473512223204,248.7826761507046,248.9879150390625,96007400
2018-01-02,249.90226438095405,250.8073028547457,249.4917297037438,250.7699737548828,86655700
2018-01-03,250.9473191277824,252.51482853379176,250.9473191277824,252.356201171875,90070400
2018-01-04,253.03726802750816,253.93296715799818,252.42146597724565,253.41978454589844,80636400
2018-01-05,254.2595528848838,255.23922121708353,253.73705931120872,255.10861206054688,83524000
2018-01-08,255.00589606209348,255.74299620001042,254.69800933163822,255.57505798339844,57319200
2018-01-09,256.0229268405489,256.81600648812537,255.72435098931257,256.153564453125,57254000
2018-01-10,255.3511687766373,256.0416290550182,254.6420866572708,255.76170349121094,69574300
2018-01-11,256.34953284740106,257.6277770996094,256.172255187367,257.6277770996094,62361500
2018-01-12,257.90770845471394,259.4845001667991,257.5904537595146,259.3072509765625,90816100
2018-01-16,260.6414799889523,261.33191186885495,257.68376753741444,258.4208679199219,106555100
2018-01-17,259.4098306503679,261.29453737357363,258.42082303114734,260.8840026855469,113258800
2018-01-18,260.7627828741667,261.21061827504127,259.92303454999364,260.445556640625,100728000
2018-01-19,261.0613310421808,261.6304931640625,260.44555736426736,261.6304931640625,140920100
2018-01-22,261.4065305860652,263.75775146484375,261.3505226966488,263.75775146484375,91322400
2018-01-23,263.8044747003101,264.62554435392235,263.4592587036256,264.3176574707031,97084700
2018-01-24,264.99873683891434,265.63321784106915,262.9647416000359,264.2149963378906,134816100
2018-01-25,265.1293540462812,265.2319735030609,263.4872149476691,264.3269348144531,84587300
2018-01-26,265.21332440885635,267.4339365709672,264.9427381984581,267.38726806640625,107743100
2018-01-29,266.78072607916585,267.2472401436447,265.4465026884585,265.61444091796875,90118300
2018-01-30,263.67381607679465,265.6704819293806,262.3862324044769,262.89007568359375,131796400
2018-01-31,263.7950898003234,264.3268942676572,261.8823647859663,263.0206604003906,108364800
2018-02-01,262.2462513809804,264.10296844666016,261.88235670395636,262.7220764160156,90102500
2018-02-02,261.32255211352157,261.462529136664,256.96532592487466,257.0026550292969,173174800
2018-02-05,255.13659795788567,257.3758601649947,245.6756774051129,246.254150390625,294681800
2018-02-06,242.5313788890519,251.63774422026412,241.37443290718164,251.1059112548828,355026800
2018-02-07,250.5180531639967,254.11952808211583,249.65965475505539,249.74365234375,167376100
2018-02-08,250.06093747235275,250.21022542537014,240.33876952611675,240.3760986328125,246449500
2018-02-09,243.33373108554997,245.95553791943948,235.98147891577153,243.9868621826172,283565300
2018-02-12,246.16082043789066,249.12787178963097,244.1361651648482,247.5697021484375,143736000
2018-02-13,246.2915004193783,248.76401990965795,245.6756982771974,248.185546875,81223600
2018-02-14,246.60867702490057,251.917609669541,246.59933763145762,251.53506469726562,120735700
2018-02-15,253.38253744209874,254.75409037246362,250.77004075514432,254.7447509765625,111200300
2018-02-16,254.08234018208626,256.8814258167996,254.03567167057813,254.8194122314453,160420100
2018-02-20,253.81168934263462,255.3418694342954,252.38415717115316,253.223876953125,86369700
2018-02-21,253.69037184855816,256.32151830959515,251.86164447739068,251.96426391601562,98883700
2018-02-22,252.9440095773931,254.76339790652668,251.58179606104528,252.29087829589844,110511300
2018-02-23,253.5877983426262,256.3122253417969,253.08395503092362,256.3122253417969,92766400
2018-02-26,257.4504769187886,259.39119161452203,256.82536393967933,259.2885437011719,86491400
2018-02-27,259.48450186449776,260.240281027105,255.98564553698478,256.05096435546875,99099200
2018-02-28,257.2172565466507,257.6931101312826,253.1212767714663,253.4571533203125,121907800
2018-03-01,253.2332715774326,254.87541086833474,248.18558391626806,249.77174377441406,176855100
2018-03-02,247.99890302937064,251.65638637995582,247.0845535470467,251.05923461914062,139083200
2018-03-05,249.79966989081979,254.61409919847094,249.6876825800494,253.96096801757812,97307400
2018-03-06,254.99662278606576,255.08062038990747,253.01860734753134,254.60476684570312,79213200
2018-03-07,252.309541349713,254.88468025819293,252.10427397179822,254.511474609375,87063500
2018-03-08,255.229874612702,255.87366640382376,254.17557657422938,255.74305725097656,66901200
2018-03-09,257.2359498518336,260.1936340332031,256.9000448102677,260.1936340332031,113625300
2018-03-12,260.50151580360864,261.16395793172114,259.4565001773952,259.8670349121094,71924800
2018-03-13,261.0986352843382,261.63046824747147,257.5437997497338,258.1875915527344,91968900
2018-03-14,259.2045809637022,259.40050892741056,256.2748870073124,256.8626708984375,105895100
2018-03-15,257.4039249171317,258.0850175459683,256.0510221091658,256.5828552246094,83433000
2018-03-16,257.14204106717585,257.9757757967893,256.80481932562736,256.86102294921875,100343700
2018-03-19,256.0647681438083,257.04836014950433,251.63385854260966,253.38560485839844,109208400
2018-03-20,253.8072125536355,254.49106156782287,253.09526172175885,253.81658935546875,59757300
2018-03-21,253.76968752677257,255.98981648166088,253.104592237879,253.32940673828125,78709600
2018-03-22,250.96873140766652,251.86801786337878,246.70643321920548,246.99685668945312,148785900
2018-03-23,247.4652655782972,247.81186411440441,241.52614929025071,241.73223876953125,183534800
2018-03-26,245.55423774546384,248.64555110897612,243.00623555580577,248.3457794189453,141956100
2018-03-27,249.33882207927454,249.9008583655844,242.47231670751594,244.12103271484375,129941400
2018-03-28,244.26150996833607,246.03200980300383,242.22871703828827,243.39967346191406,146452300
2018-03-29,244.6081182022937,248.48633975338458,243.40905992043164,246.50975036621094,111601600
2018-04-02,245.9476889070822,246.4910287258072,238.5659889385086,241.18893432617188,186286300
2018-04-03,242.50040996332888,244.78611940634363,240.59877769427544,244.28025817871094,119956900
2018-04-04,240.51447560098998,247.64324536208937,240.37396653241632,246.8938446044922,123715300
2018-04-05,248.7579816505172,249.7790808520832,247.6057787774583,248.84231567382812,82652600
2018-04-06,246.762688611372,248.34579541550235,241.68540891521715,243.29664611816406,179521200
2018-04-09,244.8423108232504,248.09288714535472,243.50274347527832,244.49571228027344,105442900
2018-04-10,247.5589123693764,249.21700495743085,246.3505059263236,248.38327026367188,103529000
2018-04-11,246.80955259494849,248.84234585696203,246.73462395023364,247.0812225341797,91140200
2018-04-12,248.48632076708566,250.11628290081447,248.29895631106527,249.1139373779297,68890500
2018-04-13,250.50036862058502,250.6221526623973,247.31537287355508,248.38327026367188,85079200
2018-04-16,250.1162341582962,251.24036349974432,249.2450496419621,250.42535400390625,63405300
2018-04-17,252.29893561761187,253.74156189800033,251.7556244300332,253.1045684814453,64682000
2018-04-18,253.57299507664192,254.14440817337075,252.80484068855387,253.29197692871094,57303900
2018-04-19,252.5987630243773,252.81422933976242,250.79081281639174,251.8868408203125,77655900
2018-04-20,251.81182545113336,252.04601672725605,248.81416568164207,249.7509307861328,99953100
2018-04-23,250.3598712380014,250.95003787564605,248.57064631307097,249.7135009765625,65558000
2018-04-24,250.80012857535996,251.03431984854913,244.75798229195848,246.35049438476562,112885500
2018-04-25,246.28489388941438,247.42774835292116,244.35516024267665,246.95936584472656,103840900
2018-04-26,248.04605218969775,250.3504864551961,247.57766961447754,249.4699249267578,67731900
2018-04-27,250.1163110594852,250.43480780033516,248.7111632445443,249.70413208007812,57053600
2018-04-30,250.3598719534117,250.95003859274274,247.70881047638568,247.7837677001953,82182300
2018-05-01,247.18419020670683,248.33642151465014,245.53547456369216,248.22401428222656,74203400
2018-05-02,248.01797686996335,248.8797848912498,246.14444636896724,246.55662536621094,86368900
2018-05-03,245.6760381547873,246.70645695276426,242.66900143067227,246.0132598876953,136311500
2018-05-04,244.98284422975078,249.919615521235,244.63624565232817,249.1982879638672,91222100
2018-05-07,250.01331053736496,251.07183133757826,249.28260614183057,250.04141235351562,55304900
2018-05-08,249.64795833959778,250.4254609783047,248.38331943720127,250.04141235351562,67499200
2018-05-09,250.75334737746041,252.80486582476018,250.20065923970444,252.45826721191406,59666100
2018-05-10,253.2450435602762,255.16542893937833,253.13263633570412,254.8188018798828,72063900
2018-05-11,254.94998905702008,255.8773773434114,254.40664929835322,255.5963592529297,59871500
2018-05-14,256.0554071889495,256.7486043182291,255.1373669624336,255.7181854248047,54790600
2018-05-15,254.41605229978305,254.43477731180977,252.95470090316923,253.95704650878906,87036100
2018-05-16,253.99452927351203,255.51208431882299,253.96639887330508,255.0249481201172,53942600
2018-05-17,254.74395936248916,255.95239461068567,253.98518175236325,254.80953979492188,56536400
2018-05-18,254.44420108539637,254.82827831138445,253.79783070358835,254.1725311279297,64368000
2018-05-21,255.7462743466042,256.6549377268204,255.33409537488933,256.08349609375,58025900
2018-05-22,256.6362056057105,256.9078755388517,255.0249681962845,255.37156677246094,52966400
2018-05-23,254.02257711701634,256.10219655633983,253.8539376906287,256.0740661621094,64694200
2018-05-24,255.65258906490058,255.9429839840858,253.65727465463775,255.54953002929688,76043800
2018-05-25,254.94067382812497,255.60576919475827,254.40671073945202,254.940673828125,56374800
2018-05-29,253.2169799438764,254.022612821145,250.82824029805798,252.008544921875,115908600
2018-05-30,253.3950057730516,255.83994940790097,253.32007713001641,255.37156677246094,69678400
2018-05-31,254.9406219568387,255.2591186674352,253.17015074384608,253.80714416503906,93519900
2018-06-01,255.1842885367664,256.6175385815822,255.10933128898526,256.2990417480469,71258400
2018-06-04,257.170125115338,257.78839351994213,256.91720882664646,257.5167236328125,45385200
2018-06-05,257.65730717581675,258.1069648512979,256.84232586660335,257.70416259765625,51135000
2018-06-06,258.3504947742693,259.9710803509893,257.69474766802455,259.8586730957031,62732200
2018-06-07,260.3739368284074,260.6830568109506,258.86572977032637,259.8305969238281,72969400
2018-06-08,259.3434320037714,260.6548974684419,259.16544434201575,260.59869384765625,72139700
2018-06-11,260.83293575419015,261.7041206332556,260.71115168958363,260.9453430175781,58892500
2018-06-12,261.3855927057497,261.66661083072785,260.5987133680055,261.2825622558594,72329000
2018-06-13,261.53544241662416,261.807112291754,260.2333252460031,260.44879150390625,79070600
2018-06-14,261.3668463137823,261.6665894266386,260.47690801113885,261.10455322265625,77097600
2018-06-15,260.2727400776623,261.12902764596146,259.0965256238733,260.7714538574219,120041600
2018-06-18,259.22826090242756,260.36685723167545,258.7201569062179,260.235107421875,52917600
2018-06-19,257.82624387654545,259.47294433926066,257.38398603219775,259.2377014160156,97531500
2018-06-20,259.96221163202466,260.38566033529827,259.322357840736,259.679931640625,53785500
2018-06-21,259.670535418088,259.6893732299429,257.52512114752335,258.05206298828125,71061400
2018-06-22,259.38819783916557,259.5105287243685,258.2872485885095,258.5224914550781,54898500
2018-06-25,257.2992688303889,257.46863682139184,253.2154556556684,255.0032958984375,137854200
2018-06-26,255.60551799515449,256.4711957142546,254.80568645829737,255.56787109375,68547400
2018-06-27,256.1889295750645,257.7038800233635,253.2907210500621,253.45069885253906,105110700
2018-06-28,253.3942959920978,255.70907850584305,252.64150134636552,254.8998565673828,76650500
2018-06-29,256.0571514794041,257.50625558179405,255.1444080060779,255.26673889160156,97592500
2018-07-02,253.6012550593227,255.98191196437128,253.34717435903602,255.81251525878906,63554800
